Price,Close,High,Low,Open,Volume,MA_20,MA_50,Daily_Return
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
Date,,,,,,,,
2024-04-24,1439.5205078125,1457.7605053579202,1438.8504186169605,1452.7475596039474,10462776,1458.821356201172,1456.7330615234375,-0.6270014606944763
2024-04-25,1449.2484130859375,1457.189636393573,1430.9091747445573,1431.9018276580116,15943926,1459.0670349121094,1456.92861328125,0.6757739970109977
2024-04-26,1441.878173828125,1454.2366552962403,1439.346860190818,1453.1943211694756,9413848,1459.6117614746095,1456.7658227539061,-0.508555965372337
2024-04-29,1454.2613525390625,1457.1152296530197,1439.3467183436048,1439.3467183436048,7247974,1458.230731201172,1457.0174609375,0.8588228142784482
2024-04-30,1456.2218017578125,1472.178648628076,1452.1271085524606,1457.2144546560796,11474262,1457.2951538085938,1457.0551806640624,0.1348072143516177
2024-05-02,1455.7752685546875,1466.4710074185996,1453.368036621592,1461.185178797564,14512646,1456.3906005859376,1456.7608618164063,-0.030663818010823185
2024-05-03,1423.46435546875,1464.1134460205978,1405.7455242326487,1460.1925152681529,17226958,1453.7625610351563,1456.0342431640624,-2.219498694878652
2024-05-06,1409.095703125,1429.4202480421582,1407.5818831415143,1424.9533097670264,7394208,1451.1779418945312,1455.21927734375,-1.0094142707927745
2024-05-07,1391.17822265625,1410.311631866643,1381.772860502106,1405.571689953147,14517472,1448.1280090332032,1453.77943359375,-1.2715588039204029
2024-05-08,1408.1279296875,1422.4220356245855,1387.2325360419566,1387.2325360419566,9439002,1446.0657836914063,1452.7376440429687,1.2183706411740047
2024-05-09,1383.88232421875,1413.2896685063718,1379.787630710347,1402.6186490602306,11009612,1441.50703125,1451.2769555664063,-1.7218325805192114
2024-05-10,1397.0845947265625,1399.6406275450738,1377.8766636438304,1386.4879762578594,10505096,1438.7164367675782,1449.8013793945313,0.9540023943340525
2024-05-13,1392.394287109375,1396.6379028351905,1373.8317248456565,1389.6149314683873,8456620,1434.900927734375,1447.996240234375,-0.33572108910882026
2024-05-14,1409.6414794921875,1416.590049599915,1389.738862101979,1390.6818338615062,7188300,1432.5644653320312,1446.6611206054688,1.2386715848007324
2024-05-15,1405.86962890625,1419.468926315315,1402.6435067088078,1410.063563528233,5046534,1430.1548095703124,1445.2838159179687,-0.2675751700564555
2024-05-16,1414.8778076171875,1417.0120356183081,1387.75361519461,1408.1278405018506,14711774,1428.1496459960938,1444.682763671875,0.6407549125266865
2024-05-17,1425.15185546875,1426.6408349602225,1402.8668442157614,1412.5948920294334,10916476,1426.7289184570313,1444.1844506835937,0.7261438264315689
2024-05-21,1425.57373046875,1431.231803864575,1415.1260338425998,1415.1260338425998,11176128,1425.04140625,1443.0726806640625,0.02960210860205592
2024-05-22,1449.9185791015625,1457.9838844507517,1425.7226630539947,1425.7226630539947,10281604,1424.0884643554687,1442.14455078125,1.707722870623285
2024-05-23,1475.1319580078125,1481.2615172416956,1444.3100355832012,1447.8340020088174,14608260,1425.4148986816406,1441.8636328125,1.7389513638671694
2024-05-24,1469.37451171875,1477.5638984586112,1465.2549777906743,1472.724715385057,7094776,1426.9075988769532,1441.4119750976563,-0.3903004241625929
2024-05-27,1455.4774169921875,1473.990419113941,1450.8119965034373,1469.3497180106694,6629010,1427.2190490722655,1441.1603369140626,-0.9457830264325784
2024-05-28,1445.5010986328125,1467.6373066821805,1442.0764946111178,1457.2144512745626,7820162,1427.4001953125,1440.9538647460938,-0.6854327138920202
2024-05-29,1430.1895751953125,1447.287997987601,1427.8815843874524,1435.8724890871501,7383556,1426.1966064453125,1440.2659545898437,-1.05925367002363
2024-05-30,1414.3814697265625,1429.817270893488,1409.6663684202383,1424.9532474164846,13206858,1424.10458984375,1440.1205297851564,-1.1053153891567913
2024-05-31,1419.8907470703125,1431.653659822201,1411.800601617005,1420.7841589242364,31069832,1422.3103637695312,1440.0991870117186,0.3895184900022164
2024-06-03,1499.228515625,1503.3728901534053,1448.2806515244756,1472.1043222829317,21527942,1426.0985717773438,1441.9276538085937,5.5875967019565875
2024-06-04,1387.0091552734375,1487.0437791255476,1349.3131842665355,1487.0437791255476,36709098,1424.9942443847656,1441.0898559570312,-7.485140469382035
2024-06-05,1410.3116455078125,1420.6352601794422,1373.9308915121778,1411.5524616660985,17464890,1425.9509155273438,1441.000517578125,1.6800530945147996
2024-06-06,1421.0819091796875,1433.0929853880773,1410.9072166555904,1424.4569533735907,17855722,1426.598614501953,1440.7593041992188,0.7636796949228142
2024-06-07,1459.1500244140625,1461.1850112482903,1416.0193060772324,1418.004611799037,18558696,1430.3619995117188,1441.1360131835938,2.6788121774310447
2024-06-10,1460.5894775390625,1482.3781598703026,1457.2888339961758,1459.150058153404,9251760,1433.5372436523437,1441.4611059570314,0.09865011142895508
2024-06-11,1445.9727783203125,1462.847878399236,1443.9874724286744,1458.20717740815,11774902,1436.2161682128906,1441.760888671875,-1.0007397316991185
2024-06-12,1452.5738525390625,1465.1557773484808,1444.4838278075101,1446.7916974833406,10081742,1438.3627868652343,1441.1747265625,0.45651441837086804
2024-06-13,1454.4847412109375,1461.433311890669,1449.3725542618724,1461.1851486521073,9181160,1440.7935424804687,1440.7657543945313,0.13155191170037828
2024-06-14,1466.6944580078125,1468.8038455887872,1446.518713499826,1459.199879544848,8157998,1443.384375,1440.6223168945312,0.8394530689067148
2024-06-18,1470.1439208984375,1476.4720837189377,1460.5399547367645,1476.4224025999808,7196766,1445.6339782714845,1440.5046923828124,0.23518619517457484
2024-06-19,1447.9332275390625,1476.571240472528,1445.3026730272272,1476.571240472528,8725874,1446.751953125,1440.2475952148438,-1.5107836072132064
2024-06-20,1462.8726806640625,1471.9554798675892,1439.446094050177,1448.280730003189,16113776,1447.399658203125,1440.4615112304687,1.031777767155151
2024-06-21,1443.515869140625,1463.8652545834836,1429.9909727182371,1462.7982011333013,31170360,1445.8188537597657,1440.3443798828125,-1.323205483244827
2024-06-24,1430.88427734375,1438.8503408924523,1426.9385064042085,1434.9045699529108,8878386,1443.8943420410155,1439.46091796875,-0.8750573559260566
